Date,Description,Amount
2026-05-12,SUSHI RAN RESTAURANT,-146.46
2026-05-12,BART CLIPPER RELOAD,-40.0
2026-05-13,PG&E ENERGY STATEMENT,-193.44
2026-05-13,STARBUCKS STORE 09122,-6.35
2026-05-13,UBER TRIP,-35.72
2026-05-13,BART CLIPPER RELOAD,-40.0
2026-05-14,COMCAST XFINITY INTERNET,-89.99
2026-05-14,NETFLIX.COM,-22.99
2026-05-15,SPOTIFY USA,-19.99
2026-05-15,SAFEWAY #1842,-143.97
2026-05-15,LYFT RIDE,-11.83
2026-05-16,CLASSPASS INC,-79.0
2026-05-16,CHEWY.COM PET SUPPLIES,-54.29
2026-05-16,TRADER JOES #221,-69.46
2026-05-17,WHOLE FOODS MARKET,-48.12
2026-05-18,BRIGHT HORIZONS PRESCHOOL,-1850.0
2026-05-18,NELNET STUDENT LOAN PMT,-412.0
2026-05-18,TOYOTA FINANCIAL AUTO LOAN,-528.0
2026-05-18,NAPOLI PIZZA KITCHEN,-38.04
2026-05-18,AMAZON.COM*MKTPLACE,-41.05
2026-05-19,WHOLE FOODS MARKET,-124.38
2026-05-20,EBMUD WATER SERVICE,-115.54
2026-05-20,STARBUCKS STORE 09122,-7.94
2026-05-20,BARREL HOUSE BREWERY,-48.58
2026-05-21,TARGET T-1189,-97.94
2026-05-22,ADOBE CREATIVE CLOUD,-59.99
2026-05-22,UBEREATS,-40.26
2026-05-22,BARREL HOUSE BREWERY,-61.16
2026-05-22,SHELL OIL 574812,-54.69
2026-05-22,CHEVRON 0093471,-52.66
2026-05-23,EQUINOX FITNESS SF,-215.0
2026-05-23,TRADER JOES #221,-86.48
2026-05-23,PHILZ COFFEE,-5.83
2026-05-23,PHILZ COFFEE,-7.94
2026-05-23,CVS/PHARMACY #4471,-23.96
2026-05-25,PHILZ COFFEE,-5.3
2026-05-25,UBER TRIP,-14.42
2026-05-26,HULU + DISNEY BUNDLE,-18.99
2026-05-27,BLUE BOTTLE COFFEE,-8.35
2026-05-27,NAPOLI PIZZA KITCHEN,-48.17
2026-05-27,AMAZON.COM*MKTPLACE,-77.09
2026-05-27,AMAZON.COM*MKTPLACE,-106.12
2026-05-27,DIRECT DEPOSIT PAYROLL,9800.0
2026-05-28,APPLE.COM/BILL ICLOUD,-9.99
2026-05-28,SAFEWAY #1842,-121.07
2026-05-28,STARBUCKS STORE 09122,-6.07
2026-05-29,SAFEWAY #1842,-64.58
2026-05-29,COSTCO WHOLESALE #1103,-291.45
2026-05-29,STARBUCKS STORE 09122,-5.21
2026-05-30,HBO MAX SUBSCRIPTION,-16.99
2026-05-30,CHIPOTLE 2244,-13.05
2026-05-30,AMAZON.COM*MKTPLACE,-108.25
2026-05-30,AMAZON.COM*MKTPLACE,-29.1
2026-05-30,DIRECT DEPOSIT PAYROLL - SPOUSE,6200.0
2026-05-31,WELLS FARGO HM MORTGAGE PMT,-4298.06
2026-05-31,STARBUCKS STORE 09122,-6.58
2026-05-31,PHILZ COFFEE,-4.83
2026-05-31,SHELL OIL 574812,-75.57
2026-05-31,DIRECT DEPOSIT PAYROLL - SPOUSE,6200.0
2026-06-01,ADOBE CREATIVE CLOUD,-59.99
2026-06-01,SAFEWAY #1842,-65.78
2026-06-01,DOORDASH*ORDER,-27.78
2026-06-01,BARREL HOUSE BREWERY,-42.68
2026-06-02,BLUE BOTTLE COFFEE,-7.09
2026-06-02,IKEA EMERYVILLE,-345.97
2026-06-03,TRANSFER TO SAVINGS - VANGUARD,-2500.0
2026-06-03,SAFEWAY #1842,-125.76
2026-06-03,NAPOLI PIZZA KITCHEN,-49.05
2026-06-04,GEICO AUTO INSURANCE,-168.0
2026-06-04,WHOLE FOODS MARKET,-100.77
2026-06-04,DOORDASH*ORDER,-47.58
2026-06-04,DOORDASH*ORDER,-49.46
2026-06-04,STARBUCKS STORE 09122,-5.66
2026-06-04,CHIPOTLE 2244,-19.81
2026-06-04,AMAZON.COM*MKTPLACE,-84.93
2026-06-04,SHELL OIL 574812,-70.33
2026-06-04,LYFT RIDE,-17.6
2026-06-04,PETCO ANIMAL SUPPLIES,-63.2
2026-06-05,WELLS FARGO HM MORTGAGE PMT,-4298.06
2026-06-05,CHEVRON 0093471,-73.53
2026-06-05,DIRECT DEPOSIT PAYROLL,9800.0
2026-06-06,PG&E ENERGY STATEMENT,-233.69
2026-06-06,YOUTUBE PREMIUM,-13.99
2026-06-06,NELNET STUDENT LOAN PMT,-412.0
2026-06-06,SAFEWAY #1842,-93.06
2026-06-06,STARBUCKS STORE 09122,-8.04
2026-06-07,DOORDASH*ORDER,-37.86
2026-06-07,BLUE BOTTLE COFFEE,-8.86
2026-06-07,CHEVRON 0093471,-54.78
2026-06-08,DOORDASH*ORDER,-54.05
2026-06-08,PHILZ COFFEE,-6.23
2026-06-08,NAPOLI PIZZA KITCHEN,-57.53
2026-06-08,UBER TRIP,-39.51
2026-06-09,EQUINOX FITNESS SF,-215.0
2026-06-09,STARBUCKS STORE 09122,-9.09
2026-06-10,VERIZON WIRELESS AUTOPAY,-139.27
2026-06-10,CLASSPASS INC,-79.0
2026-06-10,TOYOTA FINANCIAL AUTO LOAN,-528.0
2026-06-10,AMAZON.COM*MKTPLACE,-102.21
2026-06-10,BART CLIPPER RELOAD,-40.0
2026-06-10,CVS/PHARMACY #4471,-37.0
2026-06-12,HULU + DISNEY BUNDLE,-18.99
2026-06-12,TRADER JOES #221,-57.06
2026-06-12,STARBUCKS STORE 09122,-9.5
2026-06-12,CHIPOTLE 2244,-16.86
2026-06-12,AMAZON.COM*MKTPLACE,-43.46
2026-06-13,HBO MAX SUBSCRIPTION,-16.99
2026-06-13,UBEREATS,-23.7
2026-06-13,PHILZ COFFEE,-4.78
2026-06-13,SHELL OIL 574812,-63.72
2026-06-14,SAFEWAY #1842,-134.0
2026-06-14,PHILZ COFFEE,-5.17
2026-06-15,STARBUCKS STORE 09122,-6.17
2026-06-16,SHELL OIL 574812,-63.21
2026-06-17,UBEREATS,-55.3
2026-06-17,AMAZON.COM*MKTPLACE,-76.99
2026-06-17,BART CLIPPER RELOAD,-40.0
2026-06-17,HOME DEPOT #6612,-42.3
2026-06-18,EBMUD WATER SERVICE,-100.58
2026-06-18,PHILZ COFFEE,-5.3
2026-06-19,HOA DUES - OAKRIDGE HOMEOWNERS,-285.0
2026-06-19,STARBUCKS STORE 09122,-8.23
2026-06-19,STARBUCKS STORE 09122,-8.59
2026-06-19,STARBUCKS STORE 09122,-6.15
2026-06-19,DIRECT DEPOSIT PAYROLL - SPOUSE,6200.0
2026-06-19,DIRECT DEPOSIT PAYROLL - SPOUSE,6200.0
2026-06-20,BARREL HOUSE BREWERY,-49.09
2026-06-20,ETSY.COM PURCHASE,-65.62
2026-06-20,BANANA REPUBLIC SHOP,-129.27
2026-06-21,BLUE BOTTLE COFFEE,-6.83
2026-06-22,COMCAST XFINITY INTERNET,-89.99
2026-06-22,UBEREATS,-43.84
2026-06-22,AMAZON.COM*MKTPLACE,-32.41
2026-06-22,UBER TRIP,-27.08
2026-06-22,KAISER PERMANENTE MEDICAL,-304.65
2026-06-23,NETFLIX.COM,-22.99
2026-06-23,APPLE.COM/BILL ICLOUD,-9.99
2026-06-23,BRIGHT HORIZONS PRESCHOOL,-1850.0
2026-06-23,TRADER JOES #221,-93.24
2026-06-23,UBER TRIP,-38.9
2026-06-24,DOORDASH*ORDER,-61.9
2026-06-24,STARBUCKS STORE 09122,-7.32
2026-06-26,SPOTIFY USA,-19.99
2026-06-26,TRADER JOES #221,-82.2
2026-06-26,CHIPOTLE 2244,-15.25
2026-06-26,AMAZON.COM*MKTPLACE,-74.46
2026-06-27,SAFEWAY #1842,-131.58
2026-06-27,SUSHI RAN RESTAURANT,-150.86
2026-06-27,AMAZON.COM*MKTPLACE,-98.18
2026-06-27,LYFT RIDE,-17.41
2026-06-27,DIRECT DEPOSIT PAYROLL,9800.0
2026-06-28,WHOLE FOODS MARKET,-66.14
2026-06-28,STARBUCKS STORE 09122,-9.27
2026-06-28,AMAZON.COM*MKTPLACE,-74.93
2026-06-28,TARGET T-1189,-126.62
2026-06-28,UBER TRIP,-19.13
2026-06-29,CHEWY.COM PET SUPPLIES,-73.04
2026-06-29,STARBUCKS STORE 09122,-7.75
2026-06-29,STARBUCKS STORE 09122,-9.53
2026-06-29,CVS/PHARMACY #4471,-48.01
2026-06-30,COSTCO WHOLESALE #1103,-150.55
2026-06-30,TARGET T-1189,-112.93
2026-06-30,SHELL OIL 574812,-57.4
